Venue Name,Venue Physical Address,Region,Country,Full Address,Latitude,Longitude
OASIS HOTEL (WAIOURU),"HIGHWAY 1
WAIOURU
MANAWATU 5458",Manawatu-Wanganui,New Zealand,"OASIS HOTEL (WAIOURU) HIGHWAY 1
WAIOURU
MANAWATU 5458 Manawatu-Wanganui New Zealand ",-39.4787729,175.6682934
RAETIHI COSMOPOLITAN CLUB INC,"32 SEDDON STREET
RAETIHI
MANAWATU 4632
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"RAETIHI COSMOPOLITAN CLUB INC 32 SEDDON STREET
RAETIHI
MANAWATU 4632
NEW ZEALAND Manawatu-Wanganui New Zealand ",-39.4273134,175.2799108
TAUMARUNUI RSA CLUB,"10 MARAE STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 3946
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"TAUMARUNUI RSA CLUB 10 MARAE STREET
TAUMARUNUI CENTRAL
TAUMARUNUI 3946
NEW ZEALAND Manawatu-Wanganui New Zealand ",-38.885226,175.2615164
TAUMARUNUI COSMOPOLITAN CLUB,"CORNER KATARINA AND MIRIAMA STREETS
TAUMARUNUI CENTRAL
TAUMARUNUI 3920
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"TAUMARUNUI COSMOPOLITAN CLUB CORNER KATARINA AND MIRIAMA STREETS
TAUMARUNUI CENTRAL
TAUMARUNUI 3920
NEW ZEALAND Manawatu-Wanganui New Zealand ",-38.8841885,175.258804
THE ROCK,"82 ROLLESTON DRIVE
ROLLESTON
CANTERBURY 7614
NEW ZEALAND",Canterbury,New Zealand,"THE ROCK 82 ROLLESTON DRIVE
ROLLESTON
CANTERBURY 7614
NEW ZEALAND Canterbury New Zealand ",-43.5963889,172.3841667
SOUTHBRIDGE HOTEL,"HIGH STREET
SOUTHBRIDGE
CANTERBURY 8150",Canterbury,New Zealand,"SOUTHBRIDGE HOTEL HIGH STREET
SOUTHBRIDGE
CANTERBURY 8150 Canterbury New Zealand ",-43.8112539,172.2521324
WEST MELTON TAVERN,"MAIN WEST COAST ROAD
WEST MELTON
CHRISTCHURCH 7676",Canterbury,New Zealand,"WEST MELTON TAVERN MAIN WEST COAST ROAD
WEST MELTON
CHRISTCHURCH 7676 Canterbury New Zealand ",-43.5242277,172.3692623
DUNSANDEL TAVERN,"3374 MAIN SOUTH ROAD
DUNSANDEL
CANTERBURY 8190",Canterbury,New Zealand,"DUNSANDEL TAVERN 3374 MAIN SOUTH ROAD
DUNSANDEL
CANTERBURY 8190 Canterbury New Zealand ",-43.6586449,172.1975665
DARFIELD HOTEL,"37-39 SOUTH TERRACE
DARFIELD
CANTERBURY 7571",Canterbury,New Zealand,"DARFIELD HOTEL 37-39 SOUTH TERRACE
DARFIELD
CANTERBURY 7571 Canterbury New Zealand ",-43.489822,172.110913
PREBBLETON HOTEL,"SPRINGS ROAD
PREBBLETON
CHRISTCHURCH 7604",Canterbury,New Zealand,"PREBBLETON HOTEL SPRINGS ROAD
PREBBLETON
CHRISTCHURCH 7604 Canterbury New Zealand ",-43.5900566,172.512712
SPRINGSTON HOTEL,"156 LEESTON ROAD
SPRINGSTON
CANTERBURY 8150",Canterbury,New Zealand,"SPRINGSTON HOTEL 156 LEESTON ROAD
SPRINGSTON
CANTERBURY 8150 Canterbury New Zealand ",-43.6564953,172.4211134
ROLLY INN,"2 BROOKSIDE ROAD
ROLLESTON
CANTERBURY 8004",Canterbury,New Zealand,"ROLLY INN 2 BROOKSIDE ROAD
ROLLESTON
CANTERBURY 8004 Canterbury New Zealand ",-43.5911884,172.3780272
COALGATE TAVERN,"8-12 BRIDGE STREET
COALGATE
CANTERBURY 8171",Canterbury,New Zealand,"COALGATE TAVERN 8-12 BRIDGE STREET
COALGATE
CANTERBURY 8171 Canterbury New Zealand ",-43.481273,171.950436
THE FAMOUS GROUSE HOTEL,"GERALD STREET
LINCOLN
CANTERBURY 8152",Canterbury,New Zealand,"THE FAMOUS GROUSE HOTEL GERALD STREET
LINCOLN
CANTERBURY 8152 Canterbury New Zealand ",-43.6400722,172.4845501
Crate & Barrell,"3 Market Street
Leeston
SELWYN-RAKAIA
CANTERBURY 7632
NEW ZEALAND",Canterbury,New Zealand,"Crate & Barrell 3 Market Street
Leeston
SELWYN-RAKAIA
CANTERBURY 7632
NEW ZEALAND Canterbury New Zealand ",-43.7631848,172.2947867
Silver Dollar Bar & Restaurant,"869/871 Jones Road
ROLLESTON
CANTERBURY 7677
NEW ZEALAND",Canterbury,New Zealand,"Silver Dollar Bar & Restaurant 869/871 Jones Road
ROLLESTON
CANTERBURY 7677
NEW ZEALAND Canterbury New Zealand ",-43.5895791,172.3756972
Masse Hawera,"PRINCES STREET
HAWERA
TARANAKI 4800",Taranaki,New Zealand,"Masse Hawera PRINCES STREET
HAWERA
TARANAKI 4800 Taranaki New Zealand ",-39.5898619,174.2837207
WHITE HART HOTEL (HAWERA),"82 HIGH STREET
HAWERA
TARANAKI 4800",Taranaki,New Zealand,"WHITE HART HOTEL (HAWERA) 82 HIGH STREET
HAWERA
TARANAKI 4800 Taranaki New Zealand ",-39.5891964,174.2836601
OPUNAKE SURF INN,"28 TASMAN STREET
OPUNAKE
TARANAKI 4854",Taranaki,New Zealand,"OPUNAKE SURF INN 28 TASMAN STREET
OPUNAKE
TARANAKI 4854 Taranaki New Zealand ",-39.4549342,173.8608561
CORONATION HOTEL,"67 BRIDGE STREET
ELTHAM
TARANAKI 4657",Taranaki,New Zealand,"CORONATION HOTEL 67 BRIDGE STREET
ELTHAM
TARANAKI 4657 Taranaki New Zealand ",-39.4305747,174.2979348
CLUB HOTEL,"100 TASMAN STREET
OPUNAKE
TARANAKI 4854",Taranaki,New Zealand,"CLUB HOTEL 100 TASMAN STREET
OPUNAKE
TARANAKI 4854 Taranaki New Zealand ",-39.4542904,173.858278
CLARENDON HOTEL,"83 WERAROA ROAD
WAVERLEY
WANGANUI 5182",Taranaki,New Zealand,"CLARENDON HOTEL 83 WERAROA ROAD
WAVERLEY
WANGANUI 5182 Taranaki New Zealand ",-39.7642062,174.6327866
SOUTH TARANAKI CLUB,"43 CALEDONIA STREET
HAWERA
TARANAKI 4800",Taranaki,New Zealand,"SOUTH TARANAKI CLUB 43 CALEDONIA STREET
HAWERA
TARANAKI 4800 Taranaki New Zealand ",-39.5907907,174.2853814
WAIMATE HOTEL MANAIA,"49 MAIN SOUTH ROAD
MANAIA
TARANAKI 4851",Taranaki,New Zealand,"WAIMATE HOTEL MANAIA 49 MAIN SOUTH ROAD
MANAIA
TARANAKI 4851 Taranaki New Zealand ",-39.5507909,174.1254037
KAPONGA HOTEL,"49 EGMONT STREET
KAPONGA
TARANAKI 4850",Taranaki,New Zealand,"KAPONGA HOTEL 49 EGMONT STREET
KAPONGA
TARANAKI 4850 Taranaki New Zealand ",-39.4291038,174.1491241
H2O TOKOROA,"233 LEITH PLACE
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"H2O TOKOROA 233 LEITH PLACE
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2187607,175.8729165
THE TREES TAVERN,"CORNER BALMORAL DRIVE AND BROWNING STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"THE TREES TAVERN CORNER BALMORAL DRIVE AND BROWNING STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2342791,175.8791111
Retox Sports Bar,"204-206 ROSEBERY STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"Retox Sports Bar 204-206 ROSEBERY STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2184681,175.8717274
PUTARURU DISTRICT SERVICES MEMORIAL CLUB INCORPORATED,"35 BUCKLAND STREET
PUTARURU
WAIKATO 3443
NEW ZEALAND",Waikato,New Zealand,"PUTARURU DISTRICT SERVICES MEMORIAL CLUB INCORPORATED 35 BUCKLAND STREET
PUTARURU
WAIKATO 3443
NEW ZEALAND Waikato New Zealand ",-38.0500345,175.7789276
HOG AND HOUNDS SPORTS BAR,"57-61 TIRAU STREET
PUTARURU
WAIKATO 2371",Waikato,New Zealand,"HOG AND HOUNDS SPORTS BAR 57-61 TIRAU STREET
PUTARURU
WAIKATO 2371 Waikato New Zealand ",-38.0531866,175.7800635
THE OLDE ESTABLISHMENT INCORPORATED,"220-222 MANNERING STREET
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"THE OLDE ESTABLISHMENT INCORPORATED 220-222 MANNERING STREET
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.219047,175.8714095
PUTARURU HOTEL,"79 PRINCES STREET
PUTARURU
WAIKATO 2371",Waikato,New Zealand,"PUTARURU HOTEL 79 PRINCES STREET
PUTARURU
WAIKATO 2371 Waikato New Zealand ",-38.0532675,175.7799889
TOKOROA CLUB,"53 CHAMBERS STREET
TOKOROA
WAIKATO 3420
NEW ZEALAND",Waikato,New Zealand,"TOKOROA CLUB 53 CHAMBERS STREET
TOKOROA
WAIKATO 3420
NEW ZEALAND Waikato New Zealand ",-38.2146166,175.867544
TOKOROA COSMOPOLITAN CLUB,"275 BALMORAL DRIVE
TOKOROA
WAIKATO 3420",Waikato,New Zealand,"TOKOROA COSMOPOLITAN CLUB 275 BALMORAL DRIVE
TOKOROA
WAIKATO 3420 Waikato New Zealand ",-38.2329468,175.8537102
TURKEY RED,"53 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953",Wellington,New Zealand,"TURKEY RED 53 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953 Wellington New Zealand ",-41.078167,175.46318
MESSINES BAR & RESTAURANT,"57 FOX STREET
FEATHERSTON
SOUTH WAIRARAPA 5952",Wellington,New Zealand,"MESSINES BAR & RESTAURANT 57 FOX STREET
FEATHERSTON
SOUTH WAIRARAPA 5952 Wellington New Zealand ",-41.1175056,175.3282776
SOUTH WAIRARAPA WORKINGMENS CLUB,"120 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953",Wellington,New Zealand,"SOUTH WAIRARAPA WORKINGMENS CLUB 120 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953 Wellington New Zealand ",-41.0805914,175.4600024
Empire Hotel,"JOHNSTON STREET
FEATHERSTON
SOUTH WAIRARAPA 5952",Wellington,New Zealand,"Empire Hotel JOHNSTON STREET
FEATHERSTON
SOUTH WAIRARAPA 5952 Wellington New Zealand ",-41.1132736,175.3280944
GREYTOWN HOTEL,"33 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953",Wellington,New Zealand,"GREYTOWN HOTEL 33 MAIN STREET
GREYTOWN
SOUTH WAIRARAPA 5953 Wellington New Zealand ",-41.0767982,175.4646759
PUKEMANU TAVERN,"THE SQUARE
MARTINBOROUGH
SOUTH WAIRARAPA 5954",Wellington,New Zealand,"PUKEMANU TAVERN THE SQUARE
MARTINBOROUGH
SOUTH WAIRARAPA 5954 Wellington New Zealand ",-41.2193215,175.4597049
WOODLANDS TAVERN,"3 WYETH ROAD
WOODLANDS
INVERCARGILL 9871",Southland,New Zealand,"WOODLANDS TAVERN 3 WYETH ROAD
WOODLANDS
INVERCARGILL 9871 Southland New Zealand ",-46.3554516,168.5497061
WAIAU HOTEL (TUATAPERE),"47-49 MAIN STREET
TUATAPERE
SOUTHLAND 9655",Southland,New Zealand,"WAIAU HOTEL (TUATAPERE) 47-49 MAIN STREET
TUATAPERE
SOUTHLAND 9655 Southland New Zealand ",-46.1374749,167.6889274
MOOSE TAVERN,"84 LAKEFRONT DRIVE
TE ANAU
SOUTHLAND 9681",Southland,New Zealand,"MOOSE TAVERN 84 LAKEFRONT DRIVE
TE ANAU
SOUTHLAND 9681 Southland New Zealand ",-45.4177932,167.7127685
TE ANAU CLUB,"7 JACKSON STREET
TE ANAU
SOUTHLAND 9681",Southland,New Zealand,"TE ANAU CLUB 7 JACKSON STREET
TE ANAU
SOUTHLAND 9681 Southland New Zealand ",-45.4138298,167.7209014
CENTRAL SOUTHLAND LODGE,"232 GREAT NORTH ROAD
WINTON
SOUTHLAND 9662",Southland,New Zealand,"CENTRAL SOUTHLAND LODGE 232 GREAT NORTH ROAD
WINTON
SOUTHLAND 9662 Southland New Zealand ",-46.1431361,168.3250862
WALLACETOWN TAVERN,"94 DALRY STREET
WALLACETOWN
SOUTHLAND 9502",Southland,New Zealand,"WALLACETOWN TAVERN 94 DALRY STREET
WALLACETOWN
SOUTHLAND 9502 Southland New Zealand ",-46.3305176,168.2930498
RIVERSDALE HOTEL,"74 NEWCASTLE STREET
RIVERSDALE
SOUTHLAND 9754",Southland,New Zealand,"RIVERSDALE HOTEL 74 NEWCASTLE STREET
RIVERSDALE
SOUTHLAND 9754 Southland New Zealand ",-45.901213,168.742378
RANCH CAFE AND BAR,"111 TOWN CENTRE
TE ANAU
SOUTHLAND 9681",Southland,New Zealand,"RANCH CAFE AND BAR 111 TOWN CENTRE
TE ANAU
SOUTHLAND 9681 Southland New Zealand ",-45.4146583,167.7165545
MANAPOURI LAKEVIEW MOTOR INN,"68 CATHEDRAL DRIVE
MANAPOURI
SOUTHLAND 9660",Southland,New Zealand,"MANAPOURI LAKEVIEW MOTOR INN 68 CATHEDRAL DRIVE
MANAPOURI
SOUTHLAND 9660 Southland New Zealand ",-45.5602987,167.618394
OTAUTAU HOTEL,"167 MAIN STREET
OTAUTAU
SOUTHLAND 9653",Southland,New Zealand,"OTAUTAU HOTEL 167 MAIN STREET
OTAUTAU
SOUTHLAND 9653 Southland New Zealand ",-46.1432127,167.9971781
WINTON COMMERCIAL HOTEL,"327 GREAT NORTH ROAD
WINTON
SOUTHLAND 9662",Southland,New Zealand,"WINTON COMMERCIAL HOTEL 327 GREAT NORTH ROAD
WINTON
SOUTHLAND 9662 Southland New Zealand ",-46.139684,168.3261417
Railway Hotel Nightcaps,"1 CLAPPS STREET
NIGHTCAPS
SOUTHLAND 9651",Southland,New Zealand,"Railway Hotel Nightcaps 1 CLAPPS STREET
NIGHTCAPS
SOUTHLAND 9651 Southland New Zealand ",-45.9698288,168.0305246
PIONEER TAVERN,"14 FERRY ROAD
EDENDALE
SOUTHLAND 9690",Southland,New Zealand,"PIONEER TAVERN 14 FERRY ROAD
EDENDALE
SOUTHLAND 9690 Southland New Zealand ",-46.3119382,168.7859783
THREE RIVERS HOTEL,"17 REDAN STREET
WYNDHAM
SOUTHLAND 9690",Southland,New Zealand,"THREE RIVERS HOTEL 17 REDAN STREET
WYNDHAM
SOUTHLAND 9690 Southland New Zealand ",-46.3282238,168.8495539
TOKANUI TAVERN,"MCEWAN STREET
TOKANUI
SOUTHLAND 9671",Southland,New Zealand,"TOKANUI TAVERN MCEWAN STREET
TOKANUI
SOUTHLAND 9671 Southland New Zealand ",-46.5635066,168.9435734
WAIAU TOWN & COUNTRY CLUB,"41 KING STREET
TUATAPERE
SOUTHLAND 9620
NEW ZEALAND",Southland,New Zealand,"WAIAU TOWN & COUNTRY CLUB 41 KING STREET
TUATAPERE
SOUTHLAND 9620
NEW ZEALAND Southland New Zealand ",-46.1366587,167.6917401
EMPIRE HOTEL,"CORNER BROADWAY AND FENTON STREETS
STRATFORD
TARANAKI 4352",Taranaki,New Zealand,"EMPIRE HOTEL CORNER BROADWAY AND FENTON STREETS
STRATFORD
TARANAKI 4352 Taranaki New Zealand ",-39.341268,174.2858309
NEW COMMERCIAL HOTEL,"339 BROADWAY
STRATFORD
TARANAKI 4352",Taranaki,New Zealand,"NEW COMMERCIAL HOTEL 339 BROADWAY
STRATFORD
TARANAKI 4352 Taranaki New Zealand ",-39.3424606,174.2856292
DANNEVIRKE SERVICES AND CITIZENS CLUB,"1 PRINCESS STREET
DANNEVIRKE
MANAWATU 5491",Manawatu-Wanganui,New Zealand,"DANNEVIRKE SERVICES AND CITIZENS CLUB 1 PRINCESS STREET
DANNEVIRKE
MANAWATU 5491 Manawatu-Wanganui New Zealand ",-40.2070939,176.0973227
PONGAROA HOTEL,"WEBER ROAD
PONGAROA
MANAWATU 5470",Manawatu-Wanganui,New Zealand,"PONGAROA HOTEL WEBER ROAD
PONGAROA
MANAWATU 5470 Manawatu-Wanganui New Zealand ",-40.542385,176.191601
MERRYLEES HOTEL,"CORNER HALL AND STATION STREETS
DANNEVIRKE
MANAWATU 5491",Manawatu-Wanganui,New Zealand,"MERRYLEES HOTEL CORNER HALL AND STATION STREETS
DANNEVIRKE
MANAWATU 5491 Manawatu-Wanganui New Zealand ",-40.2089009,176.0966795
MANGATERA HOTEL,"391 HIGH STREET
DANNEVIRKE
MANAWATU 5491",Manawatu-Wanganui,New Zealand,"MANGATERA HOTEL 391 HIGH STREET
DANNEVIRKE
MANAWATU 5491 Manawatu-Wanganui New Zealand ",-40.1912707,176.1124968
NEW CENTRAL MOTOR INN & HOTEL,"63-65 VOGEL STREET
WOODVILLE
MANAWATU 5473",Manawatu-Wanganui,New Zealand,"NEW CENTRAL MOTOR INN & HOTEL 63-65 VOGEL STREET
WOODVILLE
MANAWATU 5473 Manawatu-Wanganui New Zealand ",-40.3370196,175.867972
TARARUA CLUB,"15 TARARUA STREET
PAHIATUA
MANAWATU 5470",Manawatu-Wanganui,New Zealand,"TARARUA CLUB 15 TARARUA STREET
PAHIATUA
MANAWATU 5470 Manawatu-Wanganui New Zealand ",-40.4498857,175.8405137
Saigon Restaurant and Bar,"2 Barraud Street
DANNEVIRKE
MANAWATU 4930
NEW ZEALAND",Manawatu-Wanganui,New Zealand,"Saigon Restaurant and Bar 2 Barraud Street
DANNEVIRKE
MANAWATU 4930
NEW ZEALAND Manawatu-Wanganui New Zealand ",-40.2095447,176.0973416
Woodville Hotel,"51 VOGEL STREET
WOODVILLE
MANAWATU 5473",Manawatu-Wanganui,New Zealand,"Woodville Hotel 51 VOGEL STREET
WOODVILLE
MANAWATU 5473 Manawatu-Wanganui New Zealand ",-40.3370319,175.8670347
CLUB HOTEL,"83 MAIN STREET
PAHIATUA
MANAWATU 5470",Manawatu-Wanganui,New Zealand,"CLUB HOTEL 83 MAIN STREET
PAHIATUA
MANAWATU 5470 Manawatu-Wanganui New Zealand ",-40.451788,175.842317
POST OFFICE HOTEL (PAHIATUA),"164 MAIN STREET
PAHIATUA
MANAWATU 5470",Manawatu-Wanganui,New Zealand,"POST OFFICE HOTEL (PAHIATUA) 164 MAIN STREET
PAHIATUA
MANAWATU 5470 Manawatu-Wanganui New Zealand ",-40.456369,175.8371035
CLUB WAIMEA,"345 QUEEN STREET
RICHMOND
NELSON 7020
NEW ZEALAND",Tasman,New Zealand,"CLUB WAIMEA 345 QUEEN STREET
RICHMOND
NELSON 7020
NEW ZEALAND Tasman New Zealand ",-41.3356631,173.1788747
MOTUEKA MEMORIAL RSA INCORPORATED,"49 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7120
NEW ZEALAND",Tasman,New Zealand,"MOTUEKA MEMORIAL RSA INCORPORATED 49 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7120
NEW ZEALAND Tasman New Zealand ",-41.105873,173.0114977
TAPAWERA HOTEL,"84 MAIN ROAD
TAPAWERA
TASMAN DISTRICT 7181",Tasman,New Zealand,"TAPAWERA HOTEL 84 MAIN ROAD
TAPAWERA
TASMAN DISTRICT 7181 Tasman New Zealand ",-41.3895247,172.8236774
Armadillos Bar Restaurant & Functions Centre,"183 QUEEN STREET
RICHMOND
NELSON 7002",Tasman,New Zealand,"Armadillos Bar Restaurant & Functions Centre 183 QUEEN STREET
RICHMOND
NELSON 7002 Tasman New Zealand ",-41.3419444,173.1872222
COLLINGWOOD TAVERN,"TASMAN STREET
COLLINGWOOD
TASMAN DISTRICT 7171",Tasman,New Zealand,"COLLINGWOOD TAVERN TASMAN STREET
COLLINGWOOD
TASMAN DISTRICT 7171 Tasman New Zealand ",-40.676602,172.68186
BRIGHTWATER MOTOR INN,"1 LIGHTBAND ROAD
BRIGHTWATER
TASMAN DISTRICT 7151",Tasman,New Zealand,"BRIGHTWATER MOTOR INN 1 LIGHTBAND ROAD
BRIGHTWATER
TASMAN DISTRICT 7151 Tasman New Zealand ",-41.3793286,173.114292
STAR AND GARTER TAVERN,"LEVEL 1 252 QUEEN STREET
RICHMOND
NELSON 7002",Tasman,New Zealand,"STAR AND GARTER TAVERN LEVEL 1 252 QUEEN STREET
RICHMOND
NELSON 7002 Tasman New Zealand ",-41.3391453,173.1848202
WAKEFIELD HOTEL,"48 EDWARD STREET
WAKEFIELD
TASMAN DISTRICT 7181",Tasman,New Zealand,"WAKEFIELD HOTEL 48 EDWARD STREET
WAKEFIELD
TASMAN DISTRICT 7181 Tasman New Zealand ",-41.4068165,173.043521
POST OFFICE HOTEL MOTUEKA,"122 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7160",Tasman,New Zealand,"POST OFFICE HOTEL MOTUEKA 122 HIGH STREET
MOTUEKA
TASMAN DISTRICT 7160 Tasman New Zealand ",-41.110169,173.0106204
TELEGRAPH HOTEL,"2 MOTUPIPI STREET
TAKAKA
TASMAN DISTRICT 7172",Tasman,New Zealand,"TELEGRAPH HOTEL 2 MOTUPIPI STREET
TAKAKA
TASMAN DISTRICT 7172 Tasman New Zealand ",-40.8609677,172.806215
THE STABLES,"1 MCGLASHEN AVENUE
RICHMOND
NELSON 7002",Tasman,New Zealand,"THE STABLES 1 MCGLASHEN AVENUE
RICHMOND
NELSON 7002 Tasman New Zealand ",-41.3380696,173.1854008
Pitch Sports Bar,"38-40 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"Pitch Sports Bar 38-40 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6888217,176.0709459
Turangi Tavern,"17 OHUANGA ROAD
TURANGI
TAUPO DISTRICT 3353",Waikato,New Zealand,"Turangi Tavern 17 OHUANGA ROAD
TURANGI
TAUPO DISTRICT 3353 Waikato New Zealand ",-38.9902063,175.809324
TAB TAUPO,"36 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"TAB TAUPO 36 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6887369,176.0708566
TAUPO COSMOPOLITAN CLUB,"5 TANIWHA STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"TAUPO COSMOPOLITAN CLUB 5 TANIWHA STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6858504,176.0744205
TAUPO RSA,"67 HOROMATANGI STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"TAUPO RSA 67 HOROMATANGI STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6895092,176.1051601
dbar,"22-26 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"dbar 22-26 TUWHARETOA STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6886338,176.0702054
MULLIGAN'S PUBLIC HOUSE,"15 TONGARIRO STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"MULLIGAN'S PUBLIC HOUSE 15 TONGARIRO STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6889267,176.0691071
TOKAANU-TURANGI & DISTRICTS MEMORIAL RSA,"KATOPU PLACE
TURANGI
TAUPO DISTRICT 3334
NEW ZEALAND",Waikato,New Zealand,"TOKAANU-TURANGI & DISTRICTS MEMORIAL RSA KATOPU PLACE
TURANGI
TAUPO DISTRICT 3334
NEW ZEALAND Waikato New Zealand ",-38.9882383,175.8122392
LUCKY LIZARD,"32 RICHMOND AVENUE
TAUPO
TAUPO DISTRICT 3330
NEW ZEALAND",Waikato,New Zealand,"LUCKY LIZARD 32 RICHMOND AVENUE
TAUPO
TAUPO DISTRICT 3330
NEW ZEALAND Waikato New Zealand ",-38.7153162,176.0912646
PUB 'N' GRUB,"4 ROBERTS STREET
TAUPO
TAUPO DISTRICT 3351",Waikato,New Zealand,"PUB 'N' GRUB 4 ROBERTS STREET
TAUPO
TAUPO DISTRICT 3351 Waikato New Zealand ",-38.6894687,176.0693208
CLUB MOUNT MAUNGANUI,"45 KAWAKA STREET
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND",Bay of Plenty,New Zealand,"CLUB MOUNT MAUNGANUI 45 KAWAKA STREET
MT MAUNGANUI
BAY OF PLENTY 3116
NEW ZEALAND Bay of Plenty New Zealand ",-37.6455124,176.1913245
H2O Bar Tauranga,"104 DEVONPORT ROAD
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"H2O Bar Tauranga 104 DEVONPORT ROAD
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.6869029,176.1693813
MOUNT BREWING CO.,"109 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150",Bay of Plenty,New Zealand,"MOUNT BREWING CO. 109 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150 Bay of Plenty New Zealand ",-37.6368151,176.1830691
The Flying Mullet Ale House,"20 DOMAIN ROAD
PAPAMOA
BAY OF PLENTY 3003",Bay of Plenty,New Zealand,"The Flying Mullet Ale House 20 DOMAIN ROAD
PAPAMOA
BAY OF PLENTY 3003 Bay of Plenty New Zealand ",-37.7011641,176.2805506
The Flying Mullet Ale House,"4/38 Gravatt Road
TAURANGA CENTRAL
TAURANGA 3118
NEW ZEALAND",Bay of Plenty,New Zealand,"The Flying Mullet Ale House 4/38 Gravatt Road
TAURANGA CENTRAL
TAURANGA 3118
NEW ZEALAND Bay of Plenty New Zealand ",-37.7011641,176.2805506
MOUNT MAUNGANUI RETURNED SERVICES ASSOCIATION,"544 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150",Bay of Plenty,New Zealand,"MOUNT MAUNGANUI RETURNED SERVICES ASSOCIATION 544 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150 Bay of Plenty New Zealand ",-37.6565243,176.2016708
MOUNT MELLICK,"317 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150",Bay of Plenty,New Zealand,"MOUNT MELLICK 317 MAUNGANUI ROAD
MT MAUNGANUI
BAY OF PLENTY 3150 Bay of Plenty New Zealand ",-37.6424941,176.1866174
CITY SPORTS BAR,"20 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"CITY SPORTS BAR 20 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.6824473,176.1690646
FLANNAGAN'S IRISH PUB,"14 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"FLANNAGAN'S IRISH PUB 14 HAMILTON STREET
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.6824024,176.1695227
CHEERS TAVERN,"15 OWENS PLACE
MT MAUNGANUI
BAY OF PLENTY 3150",Bay of Plenty,New Zealand,"CHEERS TAVERN 15 OWENS PLACE
MT MAUNGANUI
BAY OF PLENTY 3150 Bay of Plenty New Zealand ",-37.6791702,176.2226575
JUDEA TAVERN,"35 KOROMIKO STREET
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"JUDEA TAVERN 35 KOROMIKO STREET
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.6997876,176.1506245
CRUZAZ BAR CAFE,"265 OTUMOETAI ROAD
TAURANGA CENTRAL
TAURANGA 3001",Bay of Plenty,New Zealand,"CRUZAZ BAR CAFE 265 OTUMOETAI ROAD
TAURANGA CENTRAL
TAURANGA 3001 Bay of Plenty New Zealand ",-37.681361,176.1365554
